cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,source_label
147.843,0.0,0.0,229.845,17.102,883.769,910.711,365,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
125.492,0.0,143.131,155.378,9.119,959.881,858.346,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
260.648,66.829,0.0,163.314,23.649,1052.476,636.982,28,30.811,DETERMINISTIC_FALLBACK_NOT_UCI
468.544,19.211,0.0,207.902,0.0,853.482,838.056,365,45.339,DETERMINISTIC_FALLBACK_NOT_UCI
486.361,0.0,0.0,168.147,5.955,828.918,636.885,3,35.559,DETERMINISTIC_FALLBACK_NOT_UCI
120.922,0.0,91.123,170.253,29.571,811.358,957.7,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
452.643,0.0,101.811,231.554,29.745,959.698,612.334,28,49.097,DETERMINISTIC_FALLBACK_NOT_UCI
340.468,318.468,144.69,224.35,3.112,852.24,955.329,7,22.842,DETERMINISTIC_FALLBACK_NOT_UCI
119.465,0.0,0.0,140.174,30.88,842.266,599.928,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
245.574,137.386,113.178,168.734,17.627,1093.064,656.745,14,24.227,DETERMINISTIC_FALLBACK_NOT_UCI
158.637,0.0,94.366,157.791,2.4,846.993,958.866,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
223.862,312.574,103.113,154.333,0.0,837.902,800.689,1,10.718,DETERMINISTIC_FALLBACK_NOT_UCI
277.426,166.375,55.198,182.095,7.407,1043.029,979.044,100,37.134,DETERMINISTIC_FALLBACK_NOT_UCI
146.303,292.494,197.478,145.088,4.639,804.929,710.533,28,16.718,DETERMINISTIC_FALLBACK_NOT_UCI
332.887,0.0,0.0,244.001,0.0,874.406,650.602,28,20.8,DETERMINISTIC_FALLBACK_NOT_UCI
284.378,277.459,0.0,201.471,0.0,1008.172,804.688,28,32.478,DETERMINISTIC_FALLBACK_NOT_UCI
447.33,0.0,71.19,227.095,22.863,1061.218,822.134,14,42.428,DETERMINISTIC_FALLBACK_NOT_UCI
124.734,0.0,0.0,124.059,0.0,968.56,958.334,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
496.709,138.633,78.826,193.952,0.0,908.346,868.302,365,68.631,DETERMINISTIC_FALLBACK_NOT_UCI
348.683,345.615,0.0,179.935,23.396,1115.846,861.213,28,45.563,DETERMINISTIC_FALLBACK_NOT_UCI
171.959,0.0,75.407,175.197,22.727,1003.762,986.991,56,13.093,DETERMINISTIC_FALLBACK_NOT_UCI
403.327,89.688,0.0,242.647,0.0,983.193,724.401,28,34.354,DETERMINISTIC_FALLBACK_NOT_UCI
147.092,128.908,0.0,169.879,13.632,862.534,827.598,56,10.785,DETERMINISTIC_FALLBACK_NOT_UCI
301.783,0.0,0.0,140.122,5.567,965.88,930.066,90,40.577,DETERMINISTIC_FALLBACK_NOT_UCI
128.116,291.57,49.501,236.503,0.0,1090.239,695.792,90,19.644,DETERMINISTIC_FALLBACK_NOT_UCI
413.328,287.208,0.0,138.449,28.102,1128.555,891.061,7,50.147,DETERMINISTIC_FALLBACK_NOT_UCI
290.815,0.0,52.149,124.282,0.0,803.463,658.482,28,29.961,DETERMINISTIC_FALLBACK_NOT_UCI
377.626,108.772,0.0,159.162,11.35,1095.662,869.2,28,40.82,DETERMINISTIC_FALLBACK_NOT_UCI
325.989,310.308,178.935,233.282,27.518,1121.224,612.318,28,36.129,DETERMINISTIC_FALLBACK_NOT_UCI
417.505,0.0,0.0,205.771,22.038,1140.407,645.54,56,40.485,DETERMINISTIC_FALLBACK_NOT_UCI
318.526,188.104,0.0,213.497,1.745,958.857,619.609,7,15.676,DETERMINISTIC_FALLBACK_NOT_UCI
522.539,148.998,67.217,126.597,17.804,1034.717,978.95,3,49.066,DETERMINISTIC_FALLBACK_NOT_UCI
166.136,283.787,87.098,136.269,23.043,831.103,744.699,90,39.912,DETERMINISTIC_FALLBACK_NOT_UCI
365.478,21.078,121.111,230.968,26.409,998.359,869.457,7,33.95,DETERMINISTIC_FALLBACK_NOT_UCI
219.768,0.0,0.0,144.017,0.0,1091.159,949.717,28,4.644,DETERMINISTIC_FALLBACK_NOT_UCI
287.978,0.0,0.0,142.271,1.58,927.311,657.495,365,33.508,DETERMINISTIC_FALLBACK_NOT_UCI
338.763,0.0,0.0,157.523,0.0,912.295,687.321,28,20.928,DETERMINISTIC_FALLBACK_NOT_UCI
303.237,89.219,175.765,229.549,0.0,1056.003,971.125,28,24.778,DETERMINISTIC_FALLBACK_NOT_UCI
316.438,0.0,145.638,222.184,21.261,804.639,713.321,14,24.102,DETERMINISTIC_FALLBACK_NOT_UCI
537.611,0.0,0.0,164.231,22.994,857.239,785.765,7,52.809,DETERMINISTIC_FALLBACK_NOT_UCI
185.034,0.0,187.153,243.196,0.0,879.638,886.502,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
236.87,0.0,0.0,230.61,5.386,945.354,920.184,28,3.999,DETERMINISTIC_FALLBACK_NOT_UCI
412.574,326.424,0.0,129.351,0.0,998.83,797.748,28,51.678,DETERMINISTIC_FALLBACK_NOT_UCI
530.713,0.0,0.0,212.346,12.952,893.925,599.266,28,52.127,DETERMINISTIC_FALLBACK_NOT_UCI
345.759,246.931,0.0,214.064,26.517,953.21,909.264,28,39.253,DETERMINISTIC_FALLBACK_NOT_UCI
428.357,0.0,0.0,141.996,0.0,843.662,628.453,56,41.163,DETERMINISTIC_FALLBACK_NOT_UCI
454.411,0.0,0.0,221.893,15.008,922.136,891.144,28,38.799,DETERMINISTIC_FALLBACK_NOT_UCI
158.765,175.888,115.099,237.02,0.0,941.742,832.41,180,22.166,DETERMINISTIC_FALLBACK_NOT_UCI
234.138,171.869,132.374,183.596,17.43,839.171,849.468,28,27.475,DETERMINISTIC_FALLBACK_NOT_UCI
220.834,0.0,177.252,209.123,19.395,836.55,826.208,90,23.329,DETERMINISTIC_FALLBACK_NOT_UCI
308.219,0.0,170.435,224.278,18.588,1114.295,825.348,7,16.303,DETERMINISTIC_FALLBACK_NOT_UCI
457.05,346.41,0.0,142.407,0.0,815.89,753.413,56,51.51,DETERMINISTIC_FALLBACK_NOT_UCI
427.557,0.0,37.053,220.987,0.0,1096.467,599.6,7,21.147,DETERMINISTIC_FALLBACK_NOT_UCI
161.706,0.0,95.319,196.805,0.0,1028.387,686.741,180,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
125.41,100.433,53.335,129.88,24.792,819.898,631.738,56,20.237,DETERMINISTIC_FALLBACK_NOT_UCI
220.485,282.638,134.026,144.209,21.44,1069.527,905.834,28,37.528,DETERMINISTIC_FALLBACK_NOT_UCI
195.015,270.166,0.0,161.899,14.472,829.279,961.189,28,25.755,DETERMINISTIC_FALLBACK_NOT_UCI
114.202,223.42,0.0,199.557,0.0,1039.484,942.661,28,9.664,DETERMINISTIC_FALLBACK_NOT_UCI
239.951,0.0,0.0,123.759,19.411,839.412,894.417,28,24.273,DETERMINISTIC_FALLBACK_NOT_UCI
523.172,284.693,0.0,123.975,0.0,1052.721,873.033,56,54.005,DETERMINISTIC_FALLBACK_NOT_UCI
477.784,138.787,49.927,244.088,0.0,980.607,956.875,28,44.606,DETERMINISTIC_FALLBACK_NOT_UCI
366.541,0.0,0.0,195.568,31.407,1023.104,849.765,14,24.97,DETERMINISTIC_FALLBACK_NOT_UCI
235.051,0.0,141.633,157.485,0.0,946.961,732.658,90,28.991,DETERMINISTIC_FALLBACK_NOT_UCI
479.371,0.0,0.0,169.147,14.322,824.536,975.65,14,45.403,DETERMINISTIC_FALLBACK_NOT_UCI
121.403,0.0,78.241,246.871,14.265,930.409,751.623,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
145.083,141.248,0.0,201.76,2.218,1041.633,945.411,28,2.768,DETERMINISTIC_FALLBACK_NOT_UCI
460.917,0.0,0.0,205.762,31.264,951.137,860.278,28,43.823,DETERMINISTIC_FALLBACK_NOT_UCI
125.579,0.0,0.0,186.776,0.0,1036.894,934.731,180,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
352.273,0.0,0.0,222.192,31.84,1093.049,840.833,28,29.874,DETERMINISTIC_FALLBACK_NOT_UCI
263.191,0.0,0.0,212.623,28.862,849.787,676.515,28,11.227,DETERMINISTIC_FALLBACK_NOT_UCI
489.774,251.2,0.0,173.788,0.0,1053.655,855.129,28,55.697,DETERMINISTIC_FALLBACK_NOT_UCI
119.386,224.669,0.0,198.027,17.501,975.556,885.66,56,10.657,DETERMINISTIC_FALLBACK_NOT_UCI
339.458,0.0,0.0,123.532,0.0,1127.679,785.829,28,31.432,DETERMINISTIC_FALLBACK_NOT_UCI
434.402,0.0,51.732,156.24,0.0,1132.745,701.825,180,46.243,DETERMINISTIC_FALLBACK_NOT_UCI
154.682,220.79,24.377,155.926,28.159,1085.091,889.964,28,20.559,DETERMINISTIC_FALLBACK_NOT_UCI
466.794,182.611,110.282,243.224,0.0,1065.254,753.755,7,36.12,DETERMINISTIC_FALLBACK_NOT_UCI
195.569,0.0,0.0,229.237,11.269,844.976,675.938,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
482.792,0.0,0.0,216.376,29.154,832.789,955.957,100,58.618,DETERMINISTIC_FALLBACK_NOT_UCI
157.67,0.0,0.0,194.849,11.716,1133.298,636.989,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
403.372,234.51,0.0,189.39,0.0,1079.499,885.984,28,34.848,DETERMINISTIC_FALLBACK_NOT_UCI
388.754,302.761,128.631,205.267,29.287,834.072,944.287,90,57.828,DETERMINISTIC_FALLBACK_NOT_UCI
245.033,0.0,0.0,231.283,7.608,1139.507,649.691,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
522.38,0.0,51.28,169.924,0.0,801.527,805.028,90,45.301,DETERMINISTIC_FALLBACK_NOT_UCI
254.089,0.0,0.0,238.59,0.0,846.505,741.055,28,8.874,DETERMINISTIC_FALLBACK_NOT_UCI
193.113,0.0,181.467,176.465,19.31,838.136,744.218,28,18.81,DETERMINISTIC_FALLBACK_NOT_UCI
163.47,0.0,29.319,166.607,17.644,1099.327,863.564,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
225.725,0.0,181.759,222.865,31.502,949.977,776.229,14,12.258,DETERMINISTIC_FALLBACK_NOT_UCI
319.213,0.0,28.586,214.048,9.595,1075.277,904.485,90,24.649,DETERMINISTIC_FALLBACK_NOT_UCI
266.016,0.0,0.0,174.983,4.89,1092.959,760.798,14,9.726,DETERMINISTIC_FALLBACK_NOT_UCI
204.589,0.0,55.901,169.721,5.513,1014.969,663.002,56,9.22,DETERMINISTIC_FALLBACK_NOT_UCI
396.316,270.448,151.146,155.883,0.0,911.188,617.444,100,58.234,DETERMINISTIC_FALLBACK_NOT_UCI
104.485,283.4,40.436,189.503,0.0,1033.195,630.206,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
461.747,0.0,0.0,246.82,0.0,966.265,980.153,3,23.142,DETERMINISTIC_FALLBACK_NOT_UCI
454.55,0.0,0.0,190.996,9.332,983.125,892.848,56,45.0,DETERMINISTIC_FALLBACK_NOT_UCI
187.004,0.0,0.0,214.102,24.746,819.823,905.123,100,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
490.656,259.009,0.0,166.573,12.475,838.182,828.557,180,57.721,DETERMINISTIC_FALLBACK_NOT_UCI
426.083,178.272,0.0,152.592,11.851,948.466,704.646,56,54.675,DETERMINISTIC_FALLBACK_NOT_UCI
498.348,0.0,0.0,225.738,9.716,1055.746,975.39,90,44.248,DETERMINISTIC_FALLBACK_NOT_UCI
209.091,0.0,160.36,175.31,0.0,1080.726,772.39,365,26.902,DETERMINISTIC_FALLBACK_NOT_UCI
295.279,0.0,0.0,170.8,0.0,896.325,659.435,14,16.574,DETERMINISTIC_FALLBACK_NOT_UCI
358.298,0.0,134.886,153.891,31.653,957.223,870.725,28,46.434,DETERMINISTIC_FALLBACK_NOT_UCI
211.316,0.0,0.0,130.555,23.407,904.563,774.061,28,8.538,DETERMINISTIC_FALLBACK_NOT_UCI
212.004,314.868,0.0,156.827,0.0,1144.386,829.699,100,30.262,DETERMINISTIC_FALLBACK_NOT_UCI
231.138,196.286,0.0,180.855,0.0,1126.472,655.462,90,25.702,DETERMINISTIC_FALLBACK_NOT_UCI
368.568,303.114,0.0,198.555,22.496,811.222,736.578,7,34.87,DETERMINISTIC_FALLBACK_NOT_UCI
303.315,0.0,70.689,173.192,20.811,1076.572,869.286,28,31.209,DETERMINISTIC_FALLBACK_NOT_UCI
265.647,0.0,131.691,168.481,18.213,839.349,968.494,56,24.602,DETERMINISTIC_FALLBACK_NOT_UCI
271.734,0.0,0.0,168.703,20.8,922.97,781.62,3,4.892,DETERMINISTIC_FALLBACK_NOT_UCI
312.479,353.09,190.718,183.89,11.234,942.691,681.73,28,33.647,DETERMINISTIC_FALLBACK_NOT_UCI
171.601,277.813,57.024,158.819,7.166,916.701,880.036,90,34.695,DETERMINISTIC_FALLBACK_NOT_UCI
243.799,340.316,0.0,206.222,28.168,886.99,904.166,28,27.0,DETERMINISTIC_FALLBACK_NOT_UCI
495.195,0.0,174.378,242.105,26.088,876.194,859.572,28,50.984,DETERMINISTIC_FALLBACK_NOT_UCI
477.391,0.0,149.379,197.352,15.522,949.214,625.304,14,44.842,DETERMINISTIC_FALLBACK_NOT_UCI
538.61,309.117,0.0,180.745,2.683,1122.935,878.636,56,62.588,DETERMINISTIC_FALLBACK_NOT_UCI
150.551,291.637,92.791,222.662,27.641,966.199,800.229,28,17.548,DETERMINISTIC_FALLBACK_NOT_UCI
278.895,193.701,48.747,229.794,0.0,974.203,734.063,28,27.592,DETERMINISTIC_FALLBACK_NOT_UCI
441.046,274.521,0.0,237.166,8.609,1005.018,876.065,3,36.961,DETERMINISTIC_FALLBACK_NOT_UCI
393.58,111.573,0.0,123.837,16.485,1093.807,701.25,7,33.478,DETERMINISTIC_FALLBACK_NOT_UCI
353.372,182.22,146.625,219.656,0.0,919.863,726.026,28,36.357,DETERMINISTIC_FALLBACK_NOT_UCI
276.285,0.0,31.07,238.792,1.787,995.976,638.751,28,11.439,DETERMINISTIC_FALLBACK_NOT_UCI
368.761,0.0,143.638,128.482,0.0,1094.034,786.088,56,48.36,DETERMINISTIC_FALLBACK_NOT_UCI
171.994,248.393,0.0,190.624,2.172,1098.687,886.067,1,7.701,DETERMINISTIC_FALLBACK_NOT_UCI
273.671,0.0,113.699,146.885,0.0,1105.392,889.186,56,28.413,DETERMINISTIC_FALLBACK_NOT_UCI
402.991,41.052,0.0,219.651,2.037,1046.429,756.106,3,14.57,DETERMINISTIC_FALLBACK_NOT_UCI
528.146,79.374,65.783,220.338,16.496,958.17,662.766,28,61.758,DETERMINISTIC_FALLBACK_NOT_UCI
384.349,347.719,142.274,143.175,26.504,1018.41,805.78,28,55.014,DETERMINISTIC_FALLBACK_NOT_UCI
493.03,117.791,0.0,166.212,0.0,880.044,714.361,7,40.047,DETERMINISTIC_FALLBACK_NOT_UCI
207.221,104.669,52.515,127.716,4.547,940.82,931.053,28,28.182,DETERMINISTIC_FALLBACK_NOT_UCI
421.922,129.85,0.0,168.017,27.557,993.535,680.476,14,45.274,DETERMINISTIC_FALLBACK_NOT_UCI
131.878,0.0,0.0,143.752,20.726,955.448,867.229,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
524.116,0.0,147.674,213.308,0.0,1080.882,830.749,3,37.62,DETERMINISTIC_FALLBACK_NOT_UCI
492.855,0.0,0.0,152.445,0.0,898.067,674.142,7,44.583,DETERMINISTIC_FALLBACK_NOT_UCI
240.329,67.806,182.497,235.515,13.009,939.186,739.477,28,20.744,DETERMINISTIC_FALLBACK_NOT_UCI
305.986,0.0,162.244,130.139,12.256,881.712,784.159,28,31.527,DETERMINISTIC_FALLBACK_NOT_UCI
123.142,0.0,45.741,182.611,15.642,1135.334,693.063,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
163.834,322.512,0.0,208.935,0.0,804.137,705.489,28,13.604,DETERMINISTIC_FALLBACK_NOT_UCI
457.114,0.0,0.0,155.552,0.0,1071.207,841.503,28,45.704,DETERMINISTIC_FALLBACK_NOT_UCI
439.638,0.0,0.0,193.757,0.0,843.339,808.818,90,42.555,DETERMINISTIC_FALLBACK_NOT_UCI
436.661,174.407,0.0,208.369,18.251,912.124,895.894,56,47.203,DETERMINISTIC_FALLBACK_NOT_UCI
219.524,243.982,158.267,187.816,22.354,855.862,595.872,90,34.518,DETERMINISTIC_FALLBACK_NOT_UCI
242.664,233.519,0.0,230.187,0.0,936.466,985.208,28,24.414,DETERMINISTIC_FALLBACK_NOT_UCI
258.304,0.0,0.0,219.74,23.993,929.971,963.669,14,13.35,DETERMINISTIC_FALLBACK_NOT_UCI
102.456,233.612,169.566,178.94,8.785,904.546,941.059,90,22.403,DETERMINISTIC_FALLBACK_NOT_UCI
235.396,0.0,76.824,199.812,0.0,997.498,949.396,28,7.786,DETERMINISTIC_FALLBACK_NOT_UCI
460.622,0.0,149.127,242.102,16.838,984.518,699.316,28,46.613,DETERMINISTIC_FALLBACK_NOT_UCI
331.12,0.0,0.0,198.067,22.358,1121.637,609.78,90,34.993,DETERMINISTIC_FALLBACK_NOT_UCI
337.632,0.0,0.0,222.144,0.0,960.606,862.391,1,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
366.226,308.672,0.0,202.275,6.13,945.865,926.649,14,38.006,DETERMINISTIC_FALLBACK_NOT_UCI
296.419,0.0,192.003,140.315,23.388,924.211,708.474,28,40.034,DETERMINISTIC_FALLBACK_NOT_UCI
311.835,220.549,149.289,227.339,5.675,1046.483,708.317,3,15.698,DETERMINISTIC_FALLBACK_NOT_UCI
336.809,179.535,0.0,199.47,27.801,1033.439,831.074,3,28.202,DETERMINISTIC_FALLBACK_NOT_UCI
282.149,315.207,0.0,205.363,19.784,924.865,859.575,90,42.038,DETERMINISTIC_FALLBACK_NOT_UCI
406.165,0.0,0.0,128.91,6.764,1087.498,626.69,28,44.802,DETERMINISTIC_FALLBACK_NOT_UCI
141.718,133.877,0.0,173.395,10.506,991.228,771.571,1,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
405.437,0.0,167.706,140.459,0.0,880.928,667.203,28,51.187,DETERMINISTIC_FALLBACK_NOT_UCI
355.384,101.771,0.0,138.233,14.189,825.357,717.857,90,43.913,DETERMINISTIC_FALLBACK_NOT_UCI
163.51,0.0,0.0,132.064,0.0,992.276,948.016,90,13.599,DETERMINISTIC_FALLBACK_NOT_UCI
433.498,192.689,0.0,198.615,26.319,901.162,680.688,28,53.493,DETERMINISTIC_FALLBACK_NOT_UCI
284.263,0.0,72.66,156.937,14.522,933.382,886.591,14,20.003,DETERMINISTIC_FALLBACK_NOT_UCI
232.532,0.0,39.508,186.348,24.941,1053.855,777.021,56,24.83,DETERMINISTIC_FALLBACK_NOT_UCI
477.054,196.556,80.362,141.54,22.077,879.549,601.179,56,61.105,DETERMINISTIC_FALLBACK_NOT_UCI
486.665,0.0,0.0,180.617,0.0,810.689,799.888,28,48.61,DETERMINISTIC_FALLBACK_NOT_UCI
436.492,0.0,199.408,227.657,0.0,1117.278,830.615,365,44.483,DETERMINISTIC_FALLBACK_NOT_UCI
355.486,0.0,0.0,241.14,19.62,1060.134,751.407,90,42.562,DETERMINISTIC_FALLBACK_NOT_UCI
470.007,239.947,164.574,135.791,0.0,1087.416,789.701,28,54.412,DETERMINISTIC_FALLBACK_NOT_UCI
529.06,78.709,0.0,229.167,0.0,969.136,763.161,7,34.399,DETERMINISTIC_FALLBACK_NOT_UCI
362.761,250.27,0.0,179.835,12.102,981.856,972.236,90,41.045,DETERMINISTIC_FALLBACK_NOT_UCI
358.48,222.107,0.0,189.8,5.396,976.065,644.482,28,37.319,DETERMINISTIC_FALLBACK_NOT_UCI
181.983,116.608,158.031,222.34,15.863,975.705,767.364,28,11.378,DETERMINISTIC_FALLBACK_NOT_UCI
113.268,105.222,89.504,159.226,26.303,876.406,952.297,56,20.925,DETERMINISTIC_FALLBACK_NOT_UCI
252.052,198.928,0.0,207.484,21.725,905.536,988.814,28,30.064,DETERMINISTIC_FALLBACK_NOT_UCI
138.314,218.723,93.367,225.638,22.513,1108.132,595.3,3,5.212,DETERMINISTIC_FALLBACK_NOT_UCI
220.061,0.0,0.0,233.794,21.316,852.908,662.89,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
514.987,161.044,103.703,173.359,29.348,1096.807,716.315,28,59.937,DETERMINISTIC_FALLBACK_NOT_UCI
115.519,159.83,163.483,199.123,5.041,1076.714,711.521,90,9.111,DETERMINISTIC_FALLBACK_NOT_UCI
190.949,0.0,0.0,157.548,0.0,977.467,616.861,365,14.563,DETERMINISTIC_FALLBACK_NOT_UCI
401.315,204.052,0.0,161.825,15.794,954.132,898.648,1,36.797,DETERMINISTIC_FALLBACK_NOT_UCI
202.084,325.841,142.58,208.648,0.0,1103.459,779.42,56,29.07,DETERMINISTIC_FALLBACK_NOT_UCI
321.62,0.0,0.0,146.25,17.178,912.826,946.409,28,31.51,DETERMINISTIC_FALLBACK_NOT_UCI
539.194,177.943,63.204,183.098,0.0,1111.35,615.903,3,49.311,DETERMINISTIC_FALLBACK_NOT_UCI
124.7,42.854,0.0,199.446,31.171,1017.642,734.944,180,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
237.986,0.0,0.0,221.376,0.0,1098.167,897.588,28,7.36,DETERMINISTIC_FALLBACK_NOT_UCI
252.514,227.969,0.0,165.151,19.102,820.208,703.888,28,24.589,DETERMINISTIC_FALLBACK_NOT_UCI
216.497,0.0,0.0,122.465,0.0,850.486,721.49,7,3.788,DETERMINISTIC_FALLBACK_NOT_UCI
131.94,0.0,0.0,222.239,27.597,1135.804,835.495,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
515.613,268.541,103.347,178.708,23.682,874.42,940.234,56,63.695,DETERMINISTIC_FALLBACK_NOT_UCI
266.998,73.097,157.106,156.799,23.326,1047.184,654.344,3,19.059,DETERMINISTIC_FALLBACK_NOT_UCI
512.636,220.226,0.0,239.842,0.0,1069.223,866.733,28,53.945,DETERMINISTIC_FALLBACK_NOT_UCI
291.4,0.0,29.095,216.092,0.0,1016.371,775.168,7,12.138,DETERMINISTIC_FALLBACK_NOT_UCI
237.142,0.0,0.0,184.447,10.056,861.898,740.166,28,7.558,DETERMINISTIC_FALLBACK_NOT_UCI
258.509,108.08,0.0,170.408,0.0,1041.153,956.573,90,26.407,DETERMINISTIC_FALLBACK_NOT_UCI
489.511,66.64,0.0,133.293,17.574,986.542,807.253,28,52.787,DETERMINISTIC_FALLBACK_NOT_UCI
416.422,233.389,198.436,226.655,19.467,964.169,788.614,56,45.132,DETERMINISTIC_FALLBACK_NOT_UCI
526.469,333.196,125.606,172.257,23.729,889.614,707.403,28,67.096,DETERMINISTIC_FALLBACK_NOT_UCI
120.294,0.0,0.0,244.583,18.472,927.815,965.493,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
171.683,0.0,0.0,195.103,10.306,1110.427,762.348,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
524.437,0.0,0.0,244.77,11.04,1092.061,904.65,100,59.795,DETERMINISTIC_FALLBACK_NOT_UCI
359.249,273.471,176.782,238.236,26.263,1075.574,787.116,28,43.928,DETERMINISTIC_FALLBACK_NOT_UCI
233.442,356.5,0.0,157.078,23.745,978.819,864.71,1,33.222,DETERMINISTIC_FALLBACK_NOT_UCI
117.087,75.456,0.0,162.685,3.903,853.585,920.746,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
148.418,318.826,48.158,180.862,0.0,893.282,629.132,56,27.164,DETERMINISTIC_FALLBACK_NOT_UCI
142.662,174.003,0.0,158.327,29.999,1044.789,927.241,14,8.681,DETERMINISTIC_FALLBACK_NOT_UCI
112.044,281.998,186.94,200.546,8.663,1088.166,886.279,28,13.208,DETERMINISTIC_FALLBACK_NOT_UCI
303.865,227.755,77.762,127.959,0.0,991.371,699.503,56,39.38,DETERMINISTIC_FALLBACK_NOT_UCI
166.357,94.942,55.798,123.005,26.879,1082.483,701.878,100,28.903,DETERMINISTIC_FALLBACK_NOT_UCI
305.264,108.619,31.558,217.149,10.111,897.994,927.922,100,31.384,DETERMINISTIC_FALLBACK_NOT_UCI
234.707,0.0,96.928,172.515,0.0,884.96,756.073,56,17.759,DETERMINISTIC_FALLBACK_NOT_UCI
430.233,134.447,0.0,245.521,29.095,1072.429,654.621,14,45.962,DETERMINISTIC_FALLBACK_NOT_UCI
106.881,356.143,55.102,161.694,0.0,1021.945,977.083,28,11.18,DETERMINISTIC_FALLBACK_NOT_UCI
227.862,0.0,0.0,145.761,19.28,1119.344,842.915,56,27.319,DETERMINISTIC_FALLBACK_NOT_UCI
115.324,0.0,73.204,224.93,16.974,839.05,838.824,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
373.831,0.0,0.0,126.272,5.285,820.15,622.997,28,39.296,DETERMINISTIC_FALLBACK_NOT_UCI
538.684,358.262,0.0,170.233,18.464,985.812,845.133,180,69.099,DETERMINISTIC_FALLBACK_NOT_UCI
324.865,274.825,0.0,220.792,0.0,1068.347,595.075,100,35.499,DETERMINISTIC_FALLBACK_NOT_UCI
102.71,0.0,0.0,230.645,18.632,958.853,955.035,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
347.261,0.0,0.0,227.394,29.474,974.799,639.574,365,45.466,DETERMINISTIC_FALLBACK_NOT_UCI
501.448,0.0,0.0,245.28,13.201,821.779,992.308,14,43.647,DETERMINISTIC_FALLBACK_NOT_UCI
238.451,0.0,0.0,191.138,0.0,1086.452,932.23,56,13.835,DETERMINISTIC_FALLBACK_NOT_UCI
392.894,0.0,0.0,147.552,10.086,1121.112,971.326,28,38.795,DETERMINISTIC_FALLBACK_NOT_UCI
147.569,272.84,69.378,124.054,7.042,991.078,630.029,90,34.087,DETERMINISTIC_FALLBACK_NOT_UCI
384.117,213.201,0.0,127.401,10.087,1013.09,693.032,28,44.972,DETERMINISTIC_FALLBACK_NOT_UCI
477.764,43.061,0.0,166.232,22.223,856.842,621.884,14,43.393,DETERMINISTIC_FALLBACK_NOT_UCI
167.788,0.0,0.0,225.417,0.0,916.035,659.543,365,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
225.813,200.893,101.551,235.835,0.0,1047.152,980.766,28,15.921,DETERMINISTIC_FALLBACK_NOT_UCI
533.037,352.1,138.325,241.496,18.131,1028.711,628.663,28,64.095,DETERMINISTIC_FALLBACK_NOT_UCI
503.909,0.0,0.0,170.6,0.0,829.198,806.373,3,25.497,DETERMINISTIC_FALLBACK_NOT_UCI
341.733,215.961,0.0,221.96,30.903,1059.389,667.578,3,16.647,DETERMINISTIC_FALLBACK_NOT_UCI
173.736,0.0,0.0,210.324,0.0,1075.177,658.873,56,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
438.248,26.203,0.0,242.285,29.293,914.466,624.449,56,46.902,DETERMINISTIC_FALLBACK_NOT_UCI
311.98,0.0,191.008,218.951,0.0,1105.864,900.632,365,35.831,DETERMINISTIC_FALLBACK_NOT_UCI
280.131,0.0,0.0,136.465,3.567,1108.99,751.914,365,37.05,DETERMINISTIC_FALLBACK_NOT_UCI
308.888,292.326,0.0,133.631,0.0,1056.305,914.554,14,35.224,DETERMINISTIC_FALLBACK_NOT_UCI
392.304,0.0,0.0,234.578,0.0,805.321,787.573,28,23.35,DETERMINISTIC_FALLBACK_NOT_UCI
139.312,0.0,0.0,174.123,0.0,870.441,924.74,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
